Step,Regimes,Controls
accounts_tmout,"[NIST 800-53,CUI,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,ANSSI,VMMSRG]","[AC-12,AC-12 (1),AC-12 (1)(a),AC-12 (1)(b),SC-10,3.1.11,1133,0361,DSS05.04,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.6.6,SR 1.1,SR 1.2,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.4,A.9.2.1,A.18.1.4,accounts_tmout,FMT_MOF_EXT.1,040160,NT28(R29),SRG-OS-000279-VMM-001010,SRG-OS-000163-VMM-000700]"
mount_option_home_nosuid,"[NIST 800-53,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,ANSSI]","[MP-2,MP-2 (1),MP-2 (2),CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,APO13.01,DSS05.02,DSS05.05,DSS06.06,BAI10.01,BAI10.02,BAI10.03,BAI10.05,DSS05.06,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 1.10,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,A.8.2.1,A.12.5.1,A.9.1.2,A.8.2.3,A.8.3.1,A.8.3.3,A.8.2.2,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,A.11.2.9,mount_option_home_nosuid,021000,NT28(R12)]"
kernel_module_usb-storage_disabled,"[NIST 800-53,CUI,DISA@RHEL6,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6]","[MP-7,MP-7 (1),MP-7 (2),IA-3,IA-3 (1),IA-3 (2),IA-3 (3),IA-3 (3)(a),IA-3 (3)(b),IA-3 (4),3.1.21,85,1250,778,1958,366,164.310(d)(1),164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.310(d)(2),164.312(a)(1),164.312(a)(2)(iv),164.312(b),DSS05.04,DSS06.03,APO13.01,DSS01.04,DSS05.05,DSS05.03,DSS05.07,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.7.1.1,kernel_module_usb-storage_disabled,020100,SRG-OS-000273,000503]"
service_auditd_enabled,"[NIST 800-53,CUI,DISA@RHEL6,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,VMMSRG]","[AU-3,AU-3 (1),AU-3 (2),AU-10,AU-10 (1),AU-10 (1)(a),AU-10 (1)(b),AU-10 (2),AU-10 (2)(a),AU-10 (2)(b),AU-10 (3),AU-10 (4),AU-10 (4)(a),AU-10 (4)(b),AU-10 (5),IR-5,IR-5 (1),3.3.1,3.3.2,3.3.6,1589,1263,1115,067,1190,120,130,1312,1353,1454,1462,1487,157,158,172,347,831,880,126,131,132,133,134,164.310(d)(2)(iii),164.312(b),164.308(a)(1)(ii)(D),164.308(a)(5)(ii)(C),164.310(a)(2)(iv),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,service_auditd_enabled,5.4.1.1,030000,SRG-OS-000032,SRG-OS-000037,SRG-OS-000255,000145,SRG-OS-000037-VMM-000150,SRG-OS-000063-VMM-000310,SRG-OS-000038-VMM-000160,SRG-OS-000039-VMM-000170,SRG-OS-000040-VMM-000180,SRG-OS-000041-VMM-000190]"
auditd_data_retention_space_left,"[NIST 800-53,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,VMMSRG]","[AU-4,AU-4 (1),IR-5,IR-5 (1),143,1855,APO12.06,DSS05.04,APO13.01,DSS05.07,BAI04.04,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 7.1,SR 7.2,SR 2.9,SR 2.10,SR 2.11,SR 2.12,A.17.2.1,A.12.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.16.1.5,auditd_data_retention_space_left,030330,SRG-OS-000048,000311,SRG-OS-000343-VMM-001240]"
auditd_data_retention_space_left_action,"[NIST 800-53,CUI,DISA@RHEL6,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,VMMSRG]","[AU-4,AU-4 (1),IR-5,IR-5 (1),3.3.1,140,143,1855,164.312(a)(2)(ii),APO12.06,DSS05.04,APO13.01,DSS05.07,BAI04.04,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 7.1,SR 7.2,SR 2.9,SR 2.10,SR 2.11,SR 2.12,A.17.2.1,A.12.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.16.1.5,auditd_data_retention_space_left_action,5.4.1.1,030340,SRG-OS-000045,000005,SRG-OS-000343-VMM-001240]"
auditd_data_retention_action_mail_acct,"[NIST 800-53,CUI,DISA@RHEL6,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,VMMSRG]","[AU-4,AU-4 (1),IR-5,IR-5 (1),3.3.1,139,144,1855,164.312(a)(2)(ii),APO12.06,DSS05.04,APO13.01,DSS05.07,BAI04.04,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 7.1,SR 7.2,SR 2.9,SR 2.10,SR 2.11,SR 2.12,A.17.2.1,A.12.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.16.1.5,auditd_data_retention_action_mail_acct,5.4.1.1,030350,SRG-OS-000046,000313,SRG-OS-000046-VMM-000210,SRG-OS-000343-VMM-001240]"
partition_for_var_log_audit,"[NIST 800-53,DISA@RHEL6,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,NIST@RHEL6,NIST-CSF@RHEL6,VMMSRG]","[AU-4,AU-4 (1),AU-9,AU-9 (1),AU-9 (2),AU-9 (3),AU-9 (4),AU-9 (5),AU-9 (6),138,137,1208,366,164.312(a)(2)(ii),DSS05.04,APO13.01,DSS05.02,DSS05.07,BAI04.04,BAI03.05,APO11.04,MEA02.01,4.3.3.3.9,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,SR 2.8,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 7.2,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,A.17.2.1,A.12.1.3,A.13.2.1,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,partition_for_var_log_audit,021330,SRG-OS-000044,000004,SC-32,PR.PT-4,SRG-OS-000341-VMM-001220]"
audit_rules_system_shutdown,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,VMMSRG]","[AU-5,AU-5a.,AU-5b.,AU-5 (1),AU-5 (2),AU-5 (3),AU-5 (4),3.3.1,3.3.4,139,140,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),DSS05.04,DSS05.07,BAI03.05,APO11.04,MEA02.01,4.3.3.3.9,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,SR 2.8,SR 2.9,SR 2.10,SR 2.11,SR 2.12,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,audit_rules_system_shutdown,030010,SRG-OS-000047-VMM-000220]"
rsyslog_remote_loghost,"[NIST 800-53,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,ANSSI,SRG@RHEL6,STIGID@RHEL6,VMMSRG,CIS@DEBIAN8]","[AU-9,AU-9 (1),AU-9 (2),AU-9 (3),AU-9 (4),AU-9 (5),AU-9 (6),366,1851,136,1348,164.310(d)(2)(iii),164.312(b),164.308(a)(1)(ii)(D),164.308(a)(5)(ii)(C),164.308(a)(5)(ii)(B),164.308(a)(6)(ii),164.308(a)(8),164.314(a)(2)(i)(C),164.314(a)(2)(iii),DSS05.04,APO13.01,DSS05.07,BAI04.04,BAI03.05,APO11.04,MEA02.01,4.3.3.3.9,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,SR 2.8,SR 7.1,SR 7.2,SR 2.9,SR 2.10,SR 2.11,SR 2.12,A.17.2.1,A.12.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,rsyslog_remote_loghost,FAU_GEN.1.1.c,031000,NT28(R43),NT28(R7),NT12(R5),SRG-OS-000043,SRG-OS-000215,000136,SRG-OS-000032-VMM-000130,5.1.5]"
service_kdump_disabled,"[NIST 800-53,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,STIGID@SLE12]","[CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,366,164.310(b),164.310(c),164.308(a)(1)(ii)(D),164.308(a)(3),164.308(a)(4),164.312(a),164.312(e),APO13.01,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS06.06,BAI10.01,BAI10.02,BAI10.03,BAI10.05,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 3.1,SR 3.8,SR 1.10,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,SR 3.5,SR 4.3,SR 5.1,SR 5.3,A.11.2.6,A.13.2.1,A.12.5.1,A.6.2.1,A.6.2.2,A.13.1.1,A.9.1.2,A.14.1.3,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,service_kdump_disabled,021300,010840]"
sssd_ldap_start_tls,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,1453,APO13.01,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS06.06,BAI10.01,BAI10.02,BAI10.03,BAI10.05,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 3.1,SR 3.8,SR 1.10,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,SR 3.5,SR 4.3,SR 5.1,SR 5.3,A.11.2.6,A.13.2.1,A.12.5.1,A.6.2.1,A.6.2.2,A.13.1.1,A.9.1.2,A.14.1.3,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,sssd_ldap_start_tls,040180]"
package_tftp-server_removed,"[NIST 800-53,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6]","[CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,305,1814,368,318,1812,1813,APO13.01,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS06.06,BAI10.01,BAI10.02,BAI10.03,BAI10.05,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 3.1,SR 3.8,SR 1.10,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,SR 3.5,SR 4.3,SR 5.1,SR 5.3,A.11.2.6,A.13.2.1,A.12.5.1,A.6.2.1,A.6.2.2,A.13.1.1,A.9.1.2,A.14.1.3,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,package_tftp-server_removed,040700,SRG-OS-000095,000222]"
package_vsftpd_removed,"[NIST 800-53,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,1436,366,DSS05.02,DSS05.05,DSS06.06,BAI10.01,BAI10.02,BAI10.03,BAI10.05,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 1.10,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,A.12.5.1,A.9.1.2,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,package_vsftpd_removed,040690]"
sysctl_net_ipv4_conf_all_accept_redirects,"[NIST 800-53,CUI,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,ANSSI,SRG@RHEL6,STIGID@RHEL6]","[CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,SC-5,SC-5 (1),SC-5 (2),SC-5 (3),SC-5 (3)(a),SC-5 (3)(b),3.1.20,1551,1503,366,APO13.01,DSS05.02,DSS05.05,DSS05.07,DSS06.06,BAI04.04,BAI10.01,BAI10.02,BAI10.03,BAI10.05,DSS01.03,DSS03.05,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 1.10,SR 7.1,SR 7.2,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,SR 6.2,A.17.2.1,A.12.1.3,A.12.5.1,A.9.1.2,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,sysctl_net_ipv4_conf_all_accept_redirects,5.10.1.1,040641,NT28(R22),SRG-OS-999999,000084]"
sysctl_net_ipv4_ip_forward,"[NIST 800-53,CUI,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,ANSSI,SRG@RHEL6,STIGID@RHEL6]","[CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,SC-5,SC-5 (1),SC-5 (2),SC-5 (3),SC-5 (3)(a),SC-5 (3)(b),SC-32,3.1.20,366,APO13.01,DSS05.02,DSS05.05,DSS05.07,DSS06.06,BAI04.04,BAI10.01,BAI10.02,BAI10.03,BAI10.05,DSS01.03,DSS03.05,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 3.1,SR 3.8,SR 1.10,SR 4.1,SR 7.1,SR 7.2,SR 5.2,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.17.2.1,A.12.1.3,A.13.2.1,A.12.5.1,A.13.1.1,A.9.1.2,A.14.1.3,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,sysctl_net_ipv4_ip_forward,040740,NT28(R22),SRG-OS-999999,000082]"
network_sniffer_disabled,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,MA-3,MA-3 (1),MA-3 (2),MA-3 (3),MA-3 (3)(a),MA-3 (3)(b),MA-3 (3)(c),MA-3 (3)(d),MA-3 (4),366,APO12.06,DSS05.02,BAI09.02,BAI09.01,DSS05.05,DSS01.05,DSS06.06,BAI09.03,BAI10.01,BAI10.02,BAI10.03,BAI10.05,APO11.06,DSS04.05,BAI03.10,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.2.3.4,4.4.3.4,4.3.3.3.7,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 7.8,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 1.10,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,A.11.1.2,A.16.1.6,A.11.2.6,A.12.5.1,A.8.1.2,A.8.1.1,A.11.2.5,A.9.1.2,A.14.2.4,A.11.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,network_sniffer_disabled,040670]"
